title,company,location,summary,salary
Data CoE Expressions of Interest,Optus,Sydney NSW,"In this newly created team, our Data Centre of Excellence (COE) is searching for talented, creative people and people leaders with skills and proven experience...",
GHD Digital - Big Data Engineer / Architect – SYDNEY / MELB...,GHD,,GHD Digital - Big Data Engineer / Architect – SYDNEY / MELB / BRIS / PERTH / CANBERRA - SYD01613. Our Data and Analytics team understand that big data means...,
Quality Assurance Engineer - Manufacturing,ResMed,,Quality Assurance Engineer. Analyse and report quality data on all aspects of manufacturing including actions for products under QA on-hold....,
Forward Deployed Solution Engineer / Sales Engineer,C3,,Data science and big data techniques are core to the C3 Platform and the FDS Engineers maintain conversational and technical competency in these areas....,
Data Engineer - GCP or AWS,Total Resource Solutions,,Google Cloud Certified – Professional Data Engineer (a huge bonus!). We are looking for a Data Engineer to work on some of the largest and most interesting...,
Snr Full Stack Software Engineer,Sourcr,,"Proven experience as a Software Engineer. Sourcr delivers better hiring outcomes for businesses from recruitment agencies, using data. About the business*....","$90,000 - $100,000 a year"
Senior Data Engineer :: ASX 100 Company :: $145K + Super + B...,Correlate Resources,,Senior Big Data Engineer ::. Development and maintenance of the data streaming pipeline for data integration and machine learning....,"$145,000 a year"
Senior Data Centre Infrastructure Analyst,Macquarie Group Limited,,In the role of a Data Centre (DC) Infrastructure Analyst you will be part of the Global Data Center Management team whose responsibility is the provision of...,
Software Engineer,Nearmap,,"As a Software Engineer, you will bring fresh ideas from all areas including geospatial data, large-scale system design, image processing, 3D modelling, data...",
DevOps Engineer,Macquarie Group Limited,,"You will be working to implement a data quality management tool to measure data quality on databases, applications and Data Lake....",
Cloud Site Reliability Engineer,IBM,,"Data Warehousing and Analysis (Cognos Analytics, Planning Analytics, Controller). Measuring service KPIs, providing live data on availability, performance and...",
Field Service Commissioning Engineer,Addelec Power Services,Smeaton Grange NSW,"Addelec Power Services are a specialised company that provides a suite of services to public/private utilities (power & water), mining, data centres,...",$45 - $60 an hour
Full Stack Software Engineer,THE ICONIC,Sydney NSW,We love to move fast and validate learning using data (lucky for us our Data Science & Analytics team is also world class!)....,
Voice & Data Network Engineer,Mobilizer Pty Ltd,Sydney NSW,Voice and data:. You must have extensive experience as a VOIP and Networking Engineer. Ability to Trouble Shoot Cisco Data Network Cisco Certified Experience....,
Data CoE Expressions of Interest,Optus,Sydney NSW,"In this newly created team, our Data Centre of Excellence (COE) is searching for talented, creative people and people leaders with skills and proven experience...",
Security Automation Engineer,THE ICONIC,Sydney NSW,"Engineer, implement, and monitor security systems. We love to move fast and validate learning using data (lucky for us our Data Science & Analytics team is also...",
Senior RF and Digital hardware engineer,RF Technology Pty Ltd,Pennant Hills NSW,Senior hardware engineer required for leading RF company. Senior RF and Digital hardware engineer working with leading edge team....,
Senior Data Engineer (Spark/Hadoop/ML) | San Fran 'Data Driv...,Naviro Pty Ltd,,Elite Data engineering team. We are a data driven business building bespoke Data Driven products for individual requirements....,"$140,000 - $180,000 a year"
Sr. Customer Success Engineer - PPS,Q2ebanking,,Must understand and practice safe data handling and security protocols. Q2 is seeking an L3 Support Engineer to support the Q2 platform with both internal and...,
Software Engineer (V&V),ResMed,,"Software Engineer (V&V). Be willing to help other engineers, share your knowledge with them and learn from them....",
DevOps Engineer,iCumulus,,"The Role – DevOps Engineer. You are responsible to consult, promote, engineer and implement Continuous Delivery solutions....",
Enterprise Sales Engineer,VMware,,"Strong data analysis skills and the ability /navigate spreadsheets to identify trends, outliers, correlations and reconciliation needs across large data sets....",
Senior Process Engineer,AstraZeneca,,"A meticulous approach to problem solving, relying on facts and data to drive decisions. Multi-million dollar Expansion Plan!...",
Data Cabling Technician,MCS Consulting,,"They have an experienced team of designers, engineers, project managers and specialised installation crews who all work together to provide high performance,...",
Software Engineer,LexisNexis,,"Analyse the errors and rectify the Data Issues. Every day, LexisNexis produces and provides industry-leading legal content to more than five million...",
Specialist Senior - Engineer,Deloitte,,Data AnalyticsUse data acquisition to underpin security use casesCreate Splunk dashboards and visualizations to drive security enablement Solution Design and...,
"IT Desktop Support Engineer L2- Sydney, NSW (Casual)",Axiom Technologies,,Desktop Support Engineer. Weighs up options using the available data. Seeks out and uses factual data when available....,
Data Engineering Consultant,Servian,Sydney NSW,"Data & Analytics - BI/DW, Big Data Analytics, Data Engineering, Data Science and Advanced Analytics. We are looking for outstanding Data Engineers to join our...",
Field Service Commissioning Engineer,Addelec Power Services,Smeaton Grange NSW,"Addelec Power Services are a specialised company that provides a suite of services to public/private utilities (power & water), mining, data centres,...",$45 - $60 an hour
Voice & Data Network Engineer,Mobilizer Pty Ltd,Sydney NSW,Voice and data:. You must have extensive experience as a VOIP and Networking Engineer. Ability to Trouble Shoot Cisco Data Network Cisco Certified Experience....,
Data Engineering Consultant,Servian,Sydney NSW,"Data & Analytics - BI/DW, Big Data Analytics, Data Engineering, Data Science and Advanced Analytics. We are looking for outstanding Data Engineers to join our...",
Full Stack Software Engineer,THE ICONIC,Sydney NSW,We love to move fast and validate learning using data (lucky for us our Data Science & Analytics team is also world class!)....,
Security Automation Engineer,THE ICONIC,Sydney NSW,"Engineer, implement, and monitor security systems. We love to move fast and validate learning using data (lucky for us our Data Science & Analytics team is also...",
Site Reliability Engineer,Palantir Technologies,,Site Reliability Engineers (SREs) make sure our expanding number of customer deployments continue to deliver insights from massive scale data in real time....,
Site Reliability Engineer 2,Microsoft,,"Site Reliability Engineers build, monitor, and maintain the systems and infrastructure that ensure our customers can quickly access their data and run workloads...",
DevOps Engineer,iCumulus,,"The Role – DevOps Engineer. You are responsible to consult, promote, engineer and implement Continuous Delivery solutions....",
"IT Desktop Support Engineer- Sydney, NSW (Casual/ AX_215_JP)",Axiom Technologies,,Desktop Support Engineer. Weighs up options using the available data. Seeks out and uses factual data when available....,
Trading Application Support Engineer,Akuna Capital,,What you'll do as a Trading Application Support Engineer at Akuna:. We are seeking a Trading Application Support Engineer to join our dynamic team at Akuna...,
Software Engineer (V&V),ResMed,,"Software Engineer (V&V). Be willing to help other engineers, share your knowledge with them and learn from them....",
Software Engineer,LexisNexis,,"Analyse the errors and rectify the Data Issues. Every day, LexisNexis produces and provides industry-leading legal content to more than five million...",
Infrastructure Engineer - Data Centre,Paxus,,"Data Centre Infrastructure Engineer will focus on the Data Centre relocation project from, supporting the end-to-end development, delivery, technical design,...",
Senior Data Engineer (Spark/Hadoop/ML) | San Fran 'Data Driv...,Naviro Pty Ltd,,Elite Data engineering team. We are a data driven business building bespoke Data Driven products for individual requirements....,"$140,000 - $180,000 a year"
Senior Customer Engineer – Operations,BuildingIQ,,"Identify 5i data, UI or processing issues and coordinate fixes with appropriate cross functional organizations....",
Senior RF and Digital hardware engineer,RF Technology Pty Ltd,Pennant Hills NSW,Senior hardware engineer required for leading RF company. Senior RF and Digital hardware engineer working with leading edge team....,
Full Stack Software Engineer,THE ICONIC,Sydney NSW,We love to move fast and validate learning using data (lucky for us our Data Science & Analytics team is also world class!)....,
Voice & Data Network Engineer,Mobilizer Pty Ltd,Sydney NSW,Voice and data:. You must have extensive experience as a VOIP and Networking Engineer. Ability to Trouble Shoot Cisco Data Network Cisco Certified Experience....,
Data CoE Expressions of Interest,Optus,Sydney NSW,"In this newly created team, our Data Centre of Excellence (COE) is searching for talented, creative people and people leaders with skills and proven experience...",
Security Automation Engineer,THE ICONIC,Sydney NSW,"Engineer, implement, and monitor security systems. We love to move fast and validate learning using data (lucky for us our Data Science & Analytics team is also...",
Senior RF and Digital hardware engineer,RF Technology Pty Ltd,Pennant Hills NSW,Senior hardware engineer required for leading RF company. Senior RF and Digital hardware engineer working with leading edge team....,
Unix/Big Data Engineer,HAYS,,"Your new role will see you be responsible for implementing, managing and monitoring big data technology, troubleshoot and address issues, work collaboratively...",
Lead Data Engineer,Latitude IT,,"Data visualization and data wrangling tools (Power BI, Alteryx etc.). As an experienced Lead Data Engineer with excellent problem-solving and leadership...","$160,000 a year"
Software Engineer (.Net),Tigerspike,,"Skills in securing data in transit and at rest using a variety of encryption techniques. As a Software Engineer, you write incredibly clean, reusable,...",
Cloud Site Reliability Engineer,IBM,,"Data Warehousing and Analysis (Cognos Analytics, Planning Analytics, Controller). Measuring service KPIs, providing live data on availability, performance and...",
Network Engineer,Akuna Capital,,What you'll do as a Network Engineer at Akuna:. We are seeking a Network Engineer to join our innovative and growing technology team at Akuna....,
Security Engineer,BCG Digital Ventures,,"Working alongside fellow engineers, data scientists, product managers, designers and growth marketers, you will impact system architecture, code production,...",
Service Engineer,Schneider Electric,,Tertiary engineering or technology qualification with eligibility to membership of Engineers Australia. We have an exciting opportunity for a Service Engineer...,
Senior Data Engineer :: ASX 100 Company :: $145K + Super + B...,Correlate Resources,,Senior Big Data Engineer ::. Development and maintenance of the data streaming pipeline for data integration and machine learning....,"$145,000 a year"
"Solutions Engineer, Lead",MiQ Digital Ltd,,"Solutions Engineer, Lead. 5 years’ experience in a technical media / data role. As Solutions Engineer Lead you will be responsible for leading the Australian...","$120,000 a year"
Controls Engineer (SCADA),The Green Recruitment Company,,"Experience with data logger. Basic understanding of enterprise data systems. As Controls Engineer, you will also provide an interface for the company’s...","$40,000 - $55,000 a year"
Data Engineering Consultant,Servian,Sydney NSW,"Data & Analytics - BI/DW, Big Data Analytics, Data Engineering, Data Science and Advanced Analytics. We are looking for outstanding Data Engineers to join our...",
Field Service Commissioning Engineer,Addelec Power Services,Smeaton Grange NSW,"Addelec Power Services are a specialised company that provides a suite of services to public/private utilities (power & water), mining, data centres,...",$45 - $60 an hour
Voice & Data Network Engineer,Mobilizer Pty Ltd,Sydney NSW,Voice and data:. You must have extensive experience as a VOIP and Networking Engineer. Ability to Trouble Shoot Cisco Data Network Cisco Certified Experience....,
Data Engineering Consultant,Servian,Sydney NSW,"Data & Analytics - BI/DW, Big Data Analytics, Data Engineering, Data Science and Advanced Analytics. We are looking for outstanding Data Engineers to join our...",
Full Stack Software Engineer,THE ICONIC,Sydney NSW,We love to move fast and validate learning using data (lucky for us our Data Science & Analytics team is also world class!)....,
Security Automation Engineer,THE ICONIC,Sydney NSW,"Engineer, implement, and monitor security systems. We love to move fast and validate learning using data (lucky for us our Data Science & Analytics team is also...",
Network Engineer,Michael Page,,"Manage, monitor & be accountable for the organizations mission-critical Triple Zero data networks. Proven experience in a Network engineer role utilizing a...",
Big Data Engineer - Azure,Continuum Recruitment,,"Strong experience with big data technologies like Map R, HDFS Stack, Spark. The role involves working closely with team members to optimize the company’s data...",
"Data Platform Integration Engineer (Data, AI, Machine Learni...",KAPiTAL Consulting,,"Ideally worked within companies who have been client facing in the AI, ML, Data Science, Data Decisioning space....",
Systems Engineer,Commvault,,"Proven experience selling, conducting Proof of Concept (POC) architecting data management solutions (backup and recovery, data migration, replication,...",
Lead Quality Engineer,Cognizant,,Lead Quality Engineer. Cognizant is hiring Lead Quality Engineer position in Sydney. Experience in testing in complex Integration & Data Migration projects....,
Automation Test Engineer - Institutional - Sydney,ANZ Banking Group,,"Automation Test Engineer - Institutional – Sydney. Engineer design, build, test and support applications and / or underlying bank infrastructure....",
Mid/Senior Azure DevOps Engineer,Conexxia,,"Azure Data Platform*:. Conexxia is currently looking for an experienced Cloud Engineer in the Azure cloud space, to join our team based in Sydney....","$120,000 - $160,000 a year"
Data Cabling Technician,MCS Consulting,,"They have an experienced team of designers, engineers, project managers and specialised installation crews who all work together to provide high performance,...",
Software Engineer II,Microsoft,,We are looking for engineers who are passionate about distributed storage and want to work on a fast-paced team with talented engineers....,
L2/ L3 Helpdesk Engineer – Microsoft Technology Stack,Nortec IT,,Clear concise communication with both clients and senior engineers. If an Onsite engineer a mobile phone or phone plan allowance will be provided....,
Senior RF and Digital hardware engineer,RF Technology Pty Ltd,Pennant Hills NSW,Senior hardware engineer required for leading RF company. Senior RF and Digital hardware engineer working with leading edge team....,
Full Stack Software Engineer,THE ICONIC,Sydney NSW,We love to move fast and validate learning using data (lucky for us our Data Science & Analytics team is also world class!)....,
Voice & Data Network Engineer,Mobilizer Pty Ltd,Sydney NSW,Voice and data:. You must have extensive experience as a VOIP and Networking Engineer. Ability to Trouble Shoot Cisco Data Network Cisco Certified Experience....,
Data CoE Expressions of Interest,Optus,Sydney NSW,"In this newly created team, our Data Centre of Excellence (COE) is searching for talented, creative people and people leaders with skills and proven experience...",
Security Automation Engineer,THE ICONIC,Sydney NSW,"Engineer, implement, and monitor security systems. We love to move fast and validate learning using data (lucky for us our Data Science & Analytics team is also...",
Senior RF and Digital hardware engineer,RF Technology Pty Ltd,Pennant Hills NSW,Senior hardware engineer required for leading RF company. Senior RF and Digital hardware engineer working with leading edge team....,
Head of Content and PR,RateSetter Australia,,"Willingness to work independently and creatively to solve problems, develop systems and procedures, analyse data and conduct research....","$100,000 - $150,000 a year"
Metro Fiber Network Planner,Amazon Corporate Services Pty,,"Product teams, Networking, Data Center Engineering, legal, tax, , etc.). Interface with data center providers to drive equipment and circuit installations....",
Data Engineer - GCP or AWS,Total Resource Solutions,,Google Cloud Certified – Professional Data Engineer (a huge bonus!). We are looking for a Data Engineer to work on some of the largest and most interesting...,
Buiness Intelligence Consultant,SoHo Dragon,,Understanding of market data / security reference preferred. Work with security master database for market data consumption....,
Software Engineer - Rendering,Animal Logic,,"A passion for algorithms, optimization, and data structures. Glimpse is a complete production renderer used for all of Animal Logic's feature animation and...",
Senior Engineer,LexisNexis,,"At ThreatMetrix, a LexisNexis Risk Solutions Company, we believe in the power of data and advanced analytics for better risk management....",
Software Development Engineer,ServiceNow,,"Software Development Engineer (contract). We’re seeking a Software Development Engineer, to join our rapidly growing team....",
Senior Software Engineer,University Of Technology Sydney,,"A world class expertise in a production cloud software design and development, knowledge of 3D data processing, data science, UX, software architecture,...","$99,324 - $113,119 a year"
UX Designer,GAMURS Group,,Create personas through user research and data. Collaborate closely with engineers and UI designer to develop products and implement designs....,"$55,000 - $65,000 a year"
Senior Software Engineer,Freelancer.com,,"Experience managing a team of engineers. So if you excel at architecting web applications at scale, enjoy the challenge of writing optimised lightning fast SQL...","$90,000 - $120,000 a year"
Data Engineering Consultant,Servian,Sydney NSW,"Data & Analytics - BI/DW, Big Data Analytics, Data Engineering, Data Science and Advanced Analytics. We are looking for outstanding Data Engineers to join our...",
Field Service Commissioning Engineer,Addelec Power Services,Smeaton Grange NSW,"Addelec Power Services are a specialised company that provides a suite of services to public/private utilities (power & water), mining, data centres,...",$45 - $60 an hour
Voice & Data Network Engineer,Mobilizer Pty Ltd,Sydney NSW,Voice and data:. You must have extensive experience as a VOIP and Networking Engineer. Ability to Trouble Shoot Cisco Data Network Cisco Certified Experience....,
Data Engineering Consultant,Servian,Sydney NSW,"Data & Analytics - BI/DW, Big Data Analytics, Data Engineering, Data Science and Advanced Analytics. We are looking for outstanding Data Engineers to join our...",
Security Automation Engineer,THE ICONIC,Sydney NSW,"Engineer, implement, and monitor security systems. We love to move fast and validate learning using data (lucky for us our Data Science & Analytics team is also...",
Site Engineer,Quay Civil Pty Ltd,Sydney NSW,We are looking for a Site Engineer. Compile data records for progress claims (variations/EOT) in preparation for submission to client....,"$100,000 - $130,000 a year"
Engineering Manager,Google,,"Demonstrated track record of technical innovation and leading a team of software engineers. Like Google's own ambitions, the work of a Software Engineer (SWE)...",
Cloud-Docker Engineer,Elastic,,To pursue the world's data problems with products that delight and inspire. We're looking to hire team members invested in realizing the goal of making real...,
DevOps Engineer,Beatmy Salary,,"Working experience on Big Data, Data Analytics, Data Warehousing and Skills like (UNIX). Route 53, EMR, ELB, Elastic Beanstalk, VPC, Continuous Integration,...","$55,000 a year"
Software Engineer,Data Republic,,Why join Data Republic? Make your mark at Data Republic – a fast-growing start-up with big plans for the way the world uses data....,
Senior Software Engineer,Healthdirect Australia,,"The NHSD solution is being revised to improve quality by introducing automated ingestion processes based on big data principles, introducing more transparent...",
Senior Software Engineer - Scala,Lendi,,"Senior Software Engineer - Scala. Providing guidance for less experienced engineers. Strong CS fundamentals in object-oriented design, data structures,...",
Level 2 Engineer - Security,Dimension Data,,Field Engineer (L3). Diversity in Dimension Data. Cisco Certified Network Associate - Data Center (CCNA-DC). Cisco Certified Internetwork Expert - Certification...,
Specialist Senior - Engineer,Deloitte,,Data AnalyticsUse data acquisition to underpin security use casesCreate Splunk dashboards and visualizations to drive security enablement Solution Design and...,
SeniorJava API Engineer,Finite IT,,"Batch processing for large data. Experience in design of batch processing for large data. Sydney, CBD location....",
Azure Big Data Engineers,Total Resource Solutions,,"Understanding of Data Hub, Data Virtualization, Data Warehouse and Data Lake architectures. Understanding of data management processes, including Data Quality,...","$130,000 - $180,000 a year"
Field Service Commissioning Engineer,Addelec Power Services,Smeaton Grange NSW,"Addelec Power Services are a specialised company that provides a suite of services to public/private utilities (power & water), mining, data centres,...",$45 - $60 an hour
Full Stack Software Engineer,THE ICONIC,Sydney NSW,We love to move fast and validate learning using data (lucky for us our Data Science & Analytics team is also world class!)....,
Senior RF and Digital hardware engineer,RF Technology Pty Ltd,Pennant Hills NSW,Senior hardware engineer required for leading RF company. Senior RF and Digital hardware engineer working with leading edge team....,
Data CoE Expressions of Interest,Optus,Sydney NSW,"In this newly created team, our Data Centre of Excellence (COE) is searching for talented, creative people and people leaders with skills and proven experience...",
Voice & Data Network Engineer,Mobilizer Pty Ltd,Sydney NSW,Voice and data:. You must have extensive experience as a VOIP and Networking Engineer. Ability to Trouble Shoot Cisco Data Network Cisco Certified Experience....,
Data Engineering Consultant,Servian,Sydney NSW,"Data & Analytics - BI/DW, Big Data Analytics, Data Engineering, Data Science and Advanced Analytics. We are looking for outstanding Data Engineers to join our...",
Field Service Commissioning Engineer,Addelec Power Services,Smeaton Grange NSW,"Addelec Power Services are a specialised company that provides a suite of services to public/private utilities (power & water), mining, data centres,...",$45 - $60 an hour
Full Stack Software Engineer,THE ICONIC,Sydney NSW,We love to move fast and validate learning using data (lucky for us our Data Science & Analytics team is also world class!)....,
Software Engineer,Feedzai,,"Engineers, Feedzai has one mission:. Founded and developed by data scientists and aerospace. We're coding the future of commerce with today's most advanced risk...",
Sales Specialist - Analytics Hybrid Data Management,IBM,,"Experience in data warehousing, big data, open source (highly desirable). Our clients succeed because of our world-leading researchers, engineers and designers...",
Network Security Engineer,Macquarie Group Limited,,You will leverage your quick-thinking and ability to solve and assimilate data rapidly in order to present solutions to difficult day-to-day incidents as...,
Infrastructure Data Centre Engineer,Peoplebank,,Improve Data Centre records metadata accuracy for Data Centre equipment. The Data Centre Infrastructure Engineer will focus on the Data Centre relocation...,
"Inside Sales and Customer Growth Representative, Google Clou...",Google,,"Work with Field Sales Executive, Customer Engineers and work closely with Google Partners to optimize business results in territory....",
"IT Desktop Support Engineer- Sydney, NSW (Full Time/ AX_201_...",Axiom Technologies,,Desktop Support Engineer. Weighs up options using the available data. Seeks out and uses factual data when available....,
Senior Technical Engineer (Position based in Singapore),Apple,,"We are looking for a standout Lead Engineer and accountable self-starter with deep technical expertise. Strong knowledge of concurrency, scalability and fault...",
CRM Representative,Markem-Imaje,,"Excellent data entry skills and attention to detail. Ensure PO received by all communication channels such as email, telephone, fax, portal & sales engineers...",
Big Data Engineer / Architect,Talent Realised Pty Ltd,,Experience with Data streaming (Realtime / live). A cutting edge company is looking for a passionate Big Data Engineer to join a fast paced team based in North...,
Senior Software Engineer - Growth,Atlassian,,Interest in Data Analysis. Atlassian is looking for a Senior Software Engineer to join our Growth team. The Growth team discovers new opportunities to grow MAU ...,
Security Automation Engineer,THE ICONIC,Sydney NSW,"Engineer, implement, and monitor security systems. We love to move fast and validate learning using data (lucky for us our Data Science & Analytics team is also...",
Data CoE Expressions of Interest,Optus,Sydney NSW,"In this newly created team, our Data Centre of Excellence (COE) is searching for talented, creative people and people leaders with skills and proven experience...",
Senior RF and Digital hardware engineer,RF Technology Pty Ltd,Pennant Hills NSW,Senior hardware engineer required for leading RF company. Senior RF and Digital hardware engineer working with leading edge team....,
Site Engineer,Quay Civil Pty Ltd,Sydney NSW,We are looking for a Site Engineer. Compile data records for progress claims (variations/EOT) in preparation for submission to client....,"$100,000 - $130,000 a year"
Junior Electrical Project Engineer – Banksmeadow,Sydney Jobs Board,,Growing company – Ideal for an electrical engineer wanting to grow into a Project Manager role. Lots of training available if you want to learn – Complete...,
Senior Software Engineer,Displayr,,You’ll be helping people who never dreamed they ‘could do’ data science. We are looking for a Senior Software Engineer to join our team at Displayr....,"$180,000 a year"
Junior Product Manager,Freelancer.com,,"Product managers run a team of engineers, data scientists, growth hackers, graphic designers (and other roles)....","$70,000 - $90,000 a year"
Senior Integration Engineer,BAI Communications,,"Data Integration (e.g. Senior Integration Engineer - (1900000P). Design and build application and data integration services, including technical and operational...",
Systems Engineer - Service Provider,Juniper Networks,,Works on complex issues where analysis of situations or data requires an in-depth evaluation of variable factors....,
Sr Sales Engineer - Sydney,AppDynamics,,"Experience with Cloud and Big Data technologies. To be a successful Sales Engineer at AppDynamics, you need to have experience in a sales engineer or customer...",
Web Applications Support Engineer,AC3,,Demonstrated experience integrating a variety of data sources. An exciting opportunity exists for a Software Support Engineer to join one of the largest IT...,$850 - $980 a day
Senior DevOps Engineer,Autopilot,,We primarily are Node.js-based and a variety of database technologies to store and process the vast amount of data we work with each day....,
Lead Salesforce Engineer,Macquarie Group Limited,,Demonstrable experience in Salesforce data model design and the application of data architecture principles. As a Senior Engineer in the Originations scrum team...,
"DW Developer – Sydney, NSW ( Casual)",Axiom Technologies,,"Expertise in data profiling, data modelling, source to target mapping etc. Expertise in using data Stage, IWS, GIT....",
Voice & Data Network Engineer,Mobilizer Pty Ltd,Sydney NSW,Voice and data:. You must have extensive experience as a VOIP and Networking Engineer. Ability to Trouble Shoot Cisco Data Network Cisco Certified Experience....,
Data Engineering Consultant,Servian,Sydney NSW,"Data & Analytics - BI/DW, Big Data Analytics, Data Engineering, Data Science and Advanced Analytics. We are looking for outstanding Data Engineers to join our...",
Senior RF and Digital hardware engineer,RF Technology Pty Ltd,Pennant Hills NSW,Senior hardware engineer required for leading RF company. Senior RF and Digital hardware engineer working with leading edge team....,
Full Stack Software Engineer,THE ICONIC,Sydney NSW,We love to move fast and validate learning using data (lucky for us our Data Science & Analytics team is also world class!)....,
Voice & Data Network Engineer,Mobilizer Pty Ltd,Sydney NSW,Voice and data:. You must have extensive experience as a VOIP and Networking Engineer. Ability to Trouble Shoot Cisco Data Network Cisco Certified Experience....,
Data Engineering Consultant,Servian,Sydney NSW,"Data & Analytics - BI/DW, Big Data Analytics, Data Engineering, Data Science and Advanced Analytics. We are looking for outstanding Data Engineers to join our...",
Field Service Commissioning Engineer,Addelec Power Services,Smeaton Grange NSW,"Addelec Power Services are a specialised company that provides a suite of services to public/private utilities (power & water), mining, data centres,...",$45 - $60 an hour
Full Stack Software Engineer,THE ICONIC,Sydney NSW,We love to move fast and validate learning using data (lucky for us our Data Science & Analytics team is also world class!)....,
Software Engineer,Invoice2go,,"Software Engineer - Web. Collaborate closely with product managers, designers, mobile engineers and server engineers to ensure features successfully address...",
Senior Network Engineer,NTT Communications ICT Solutions,,NTT has an exciting opportunity for a Senior Network Engineer to join our Network team! We are looking for an experienced Network Engineer who understands the...,
Python Software Engineer,Beatmy Salary,,"Excellent knowledge in Data science or Machine learning. Python, AWS, SQL, NoSQL, REST, Bootstrap, .Net, C#, Node.js, Machine Learning, Data Science, Angular,...","$39,000 a year"
Software Engineer - Front End,Identitii,,Front End Software Engineer. What sort of skills does a Front End Engineer have? Front End Engineers are responsible for the development and testing of...,
Senior Data Science Consultant,Quantium,,"You will have the opportunity to collaborate and learn from our team of experts that spans data scientists, actuaries, statisticians, business analysts,...",
Fullstack Software Engineer,hipages,,"Experience with NoSQL data stores. You'll be working with an agile cross-functional team consisting of Software Engineers, Product Managers, UX/UI Designers,...",
Facility Operations Center Engineer Lead Engineer,Amazon.com,,Uses data to make decisions. 5+ years of data center engineering or operations experience. Lead a shift of over eight Engineers and direct daily work to team...,
Professional Services Analyst,"Medallia, Inc.",,"Provide client support when analyzing large sets of data. We believe that people should not be defined only by a job title—nobody is ""just an engineer"" or ""just...",
Business Intelligence Analysts (Perm and Contract Opportunit...,Macquarie Group Limited,,"With a minimum of two years’ experience in data analysis, business intelligence or management reporting, you will bring your strong understanding of data...",
"Technical Solutions Engineer, Mid-Market Australia",Criteo,,"Criteo collects your personal data for the purposes of managing Criteo's recruitment related activities. Consequently, Criteo may use your personal data in...",
Security Automation Engineer,THE ICONIC,Sydney NSW,"Engineer, implement, and monitor security systems. We love to move fast and validate learning using data (lucky for us our Data Science & Analytics team is also...",
Data CoE Expressions of Interest,Optus,Sydney NSW,"In this newly created team, our Data Centre of Excellence (COE) is searching for talented, creative people and people leaders with skills and proven experience...",
Senior RF and Digital hardware engineer,RF Technology Pty Ltd,Pennant Hills NSW,Senior hardware engineer required for leading RF company. Senior RF and Digital hardware engineer working with leading edge team....,
Site Engineer,Quay Civil Pty Ltd,Sydney NSW,We are looking for a Site Engineer. Compile data records for progress claims (variations/EOT) in preparation for submission to client....,"$100,000 - $130,000 a year"
Facility Operations Center Engineer Lead Engineer,Amazon Corporate Services Pty,,Uses data to make decisions. 5+ years of data center engineering or operations experience. Lead a shift of over eight Engineers and direct daily work to team...,
Senior Sales Engineer,Splunk,,"Join us as we pursue our disruptive new vision to make machine data accessible, usable and valuable to everyone....",
Maintenance Services Representative,Panasonic Avionics,,Perform troubleshooting and rectification of all the systems of the aircraft and certify in accordance with the approved data....,
Lead Data Scientist in Sydney,Metigy,,"Data Science in Sydney, Australia. Leading the Big Data Engineers to build highly available, scalable, and secure systems tacking technical ownership and...",
"IT system engineer L2- Sydney, NSW (Full Time)",Axiom Technologies,,Desktop Support Engineer. Weighs up options using the available data. Seeks out and uses factual data when available....,
Senior Engineer - QA,Dolby,,Participate in bug review meetings and analyze bug status data and metrics; 3+ years’ experience working as a software or software test engineer or equivalent...,
Sales Engineer (Consultant) - Australia,RiskIQ,,The Sales Engineer will serve as both an ambassador and a product expert. The Sales Engineer will be a client facing sales professional who provides expertise...,
DevOps Engineer / Site Reliability Engineer,Freelancer.com,,"From design, writing, data entry and software development; As a leader of the Freelancer infrastructure team, you'll be working side-by-side with software...",
Product Owner,Bloc Technology,,Product Owner / IT Engineer - 6 month Contract - Sydney. They are a fully agile team and focused on customers and data....,"$1,000 - $1,100 a week"
Security Automation Engineer,THE ICONIC,,"Engineer, implement, and monitor security systems. We love to move fast and validate learning using data (lucky for us our Data Science & Analytics team is also...",
Voice & Data Network Engineer,Mobilizer Pty Ltd,Sydney NSW,Voice and data:. You must have extensive experience as a VOIP and Networking Engineer. Ability to Trouble Shoot Cisco Data Network Cisco Certified Experience....,
Data Engineering Consultant,Servian,Sydney NSW,"Data & Analytics - BI/DW, Big Data Analytics, Data Engineering, Data Science and Advanced Analytics. We are looking for outstanding Data Engineers to join our...",
Senior RF and Digital hardware engineer,RF Technology Pty Ltd,Pennant Hills NSW,Senior hardware engineer required for leading RF company. Senior RF and Digital hardware engineer working with leading edge team....,
Full Stack Software Engineer,THE ICONIC,Sydney NSW,We love to move fast and validate learning using data (lucky for us our Data Science & Analytics team is also world class!)....,
Security Automation Engineer,THE ICONIC,Sydney NSW,"Engineer, implement, and monitor security systems. We love to move fast and validate learning using data (lucky for us our Data Science & Analytics team is also...",
Senior RF and Digital hardware engineer,RF Technology Pty Ltd,Pennant Hills NSW,Senior hardware engineer required for leading RF company. Senior RF and Digital hardware engineer working with leading edge team....,
Data CoE Expressions of Interest,Optus,Sydney NSW,"In this newly created team, our Data Centre of Excellence (COE) is searching for talented, creative people and people leaders with skills and proven experience...",
Lead / Senior Process Engineer - Gas Operations,AGL Energy,,"Chartered membership of Institution of Chemical Engineers (or similar organisation). Conduct Root Cause Analysis on equipment failures, analyse reactive...",
