title,company,location,summary,salary
Voice & Data Network Engineer,Mobilizer Pty Ltd,Sydney NSW,Voice and data:. You must have extensive experience as a VOIP and Networking Engineer. Ability to Trouble Shoot Cisco Data Network Cisco Certified Experience....,
Security Automation Engineer,THE ICONIC,Sydney NSW,"Engineer, implement, and monitor security systems. We love to move fast and validate learning using data (lucky for us our Data Science & Analytics team is also...",
Data CoE Expressions of Interest,Optus,Sydney NSW,"In this newly created team, our Data Centre of Excellence (COE) is searching for talented, creative people and people leaders with skills and proven experience...",
Senior RF and Digital hardware engineer,RF Technology Pty Ltd,Pennant Hills NSW,Senior hardware engineer required for leading RF company. Senior RF and Digital hardware engineer working with leading edge team....,
Pre-Sales Solutions Consultant,Qualtrics,,"Communicate effectively with engineers & partners. At Qualtrics, our mission is to close experience gaps—the costly differences between what customers and...",
"Network Engineer (Financial Services) - Cutting-Edge Tech, O...",AUREC,,As a Network Engineer your role will see you designing and deploying solutions for their trading environment....,
Sales Engineering Manager II,Avaya Corporation,,"Responsible for forecasting, reporting and driving revenue for Sales Engineers in ANZ. Has technical expertise in a combination of voice and data networking...",
Facilities Manager,Mission Critical Recruitment,,Mission Critical Recruitment are seeking a first class Facilities Supervisor/Manager to work on site at a large purpose built data centre in Sydney....,"$115,000 a year"
Product Marketing Manager,Rokt,,"Analyse data to determine, recommend, and plan new processes in the technical writing function to drive quality and efficiencies....","$100,000 - $120,000 a year"
"Network Engineer (Financial Services) - Cutting-Edge Tech, O...",Aurec Human Capital Group,,As a Network Engineer your role will see you designing and deploying solutions for their trading environment....,
Medical Physics Specialist-CTC Physics(Liverpool Hospital)-P...,South Western Sydney Local Health District,,Certification in Radiation Oncology Medical Physics or Radiotherapy Equipment Commissioning and Quality Assurance from the Australasian College of Physical...,"$114,777 - $175,983 a year"
Electrical Engineer - Water Treatment Solutions,W3 Associates,,"Rare opportunity to work with some of water industries leading engineers. Provide Electrical, Automation Control and Human Machine Interface (HMI) engineering...",
Senior Technical Recruiter,Atlassian,,Bring your experience of hiring software engineers. You're someone who enjoys spending time with engineers and has a real interest in the complex problems they...,
Project Engineer | IBC,Herrick Recruitment Group,,Proficiency in utilisation of RF data collection hardware / analysis software packages:. We're seeking an experienced Project Engineer to join our Client's...,
Site Engineer,Quay Civil Pty Ltd,Sydney NSW,We are looking for a Site Engineer. Compile data records for progress claims (variations/EOT) in preparation for submission to client....,"$100,000 - $130,000 a year"
Data Engineering Consultant,Servian,Sydney NSW,"Data & Analytics - BI/DW, Big Data Analytics, Data Engineering, Data Science and Advanced Analytics. We are looking for outstanding Data Engineers to join our...",
Field Service Commissioning Engineer,Addelec Power Services,Smeaton Grange NSW,"Addelec Power Services are a specialised company that provides a suite of services to public/private utilities (power & water), mining, data centres,...",$45 - $60 an hour
Full Stack Software Engineer,THE ICONIC,Sydney NSW,We love to move fast and validate learning using data (lucky for us our Data Science & Analytics team is also world class!)....,
Voice & Data Network Engineer,Mobilizer Pty Ltd,Sydney NSW,Voice and data:. You must have extensive experience as a VOIP and Networking Engineer. Ability to Trouble Shoot Cisco Data Network Cisco Certified Experience....,
Augmented Reality Designer,Vitamin T,,Utilize the power of data to inform decisions. Working with engineers to deliver the realization of augmented reality applications....,
Senior Front End Developer,IRESS Limited,,"Experience as Software Engineer, Developer, Programmer, Web Developer, Front End Engineer, UI Engineer etc or equivalent training....",
BIM/Revit Coordinator,Integral Group,,"Since inception, our firm has attracted talented engineers from around the world. You will work on HVAC, Electrical, and Plumbing sustainable design projects...",
Enterprise Account Manager,Commvault,,"Recognized as a leader in the Gartner Magic Quadrant for Data Center Backup and Recovery Software, our industry's definitive independent ranking....",
Client Services Manager,BuzzFeed,,"We have offices in 19 cities around the world and more than 1500 employees including reporters, video producers, data scientists, engineers, brand strategists,...",
Senior Estimator and Estimator,Diona,,"Research data on labour costs, materials, and production times. Diona is an award-winning business with a portfolio of high-profile projects built on a solid...",
Principal Backend Engineer (Public Cloud Security),Palo Alto,,"Experience working on Big data computing like RDS, Redshift. Understanding of lock-free data structures, bloom filters, minimal perfect hashing, consistent...",
Senior Network Engineer,Naviro Pty Ltd,,You will also support the Data Centres as an escalation point to levels 3 and 4. Experience working with Networks supporting Cloud and Data Centres is a must...,
Pre-Sales Solutions Consultant,Qualtrics,,"Communicate effectively with engineers & partners. At Qualtrics, our mission is to close experience gaps—the costly differences between what customers and...",
Automation Engineer,symmetryhr,,Setting up test data and test environment (Ideally via Automation scripts). We seek a committed and highly experienced Automation Engineer as a contract...,
Voice & Data Network Engineer,Mobilizer Pty Ltd,Sydney NSW,Voice and data:. You must have extensive experience as a VOIP and Networking Engineer. Ability to Trouble Shoot Cisco Data Network Cisco Certified Experience....,
Data Engineering Consultant,Servian,Sydney NSW,"Data & Analytics - BI/DW, Big Data Analytics, Data Engineering, Data Science and Advanced Analytics. We are looking for outstanding Data Engineers to join our...",
Senior RF and Digital hardware engineer,RF Technology Pty Ltd,Pennant Hills NSW,Senior hardware engineer required for leading RF company. Senior RF and Digital hardware engineer working with leading edge team....,
Full Stack Software Engineer,THE ICONIC,Sydney NSW,We love to move fast and validate learning using data (lucky for us our Data Science & Analytics team is also world class!)....,
Senior Engineer,Stellar Recruitment,,Maintain the integrity and resiliency of all organisational data. Several years IT experience within a System Admin or Engineer capacity....,
Administration Assistant- Project Team- Leading Tech Company...,Lotus People,,Assist with invoicing and data entry. Support with the coordination of engineers and other contractors. Vibrant tech business based near St Leonard's and...,"$50,000 - $55,000 a year"
Project Engineer | IBC,Herrick Recruitment Group,,Proficiency in utilisation of RF data collection hardware / analysis software packages:. We're seeking an experienced Project Engineer to join our Client's...,
Regional Sales Manager,Ashdown Consulting,,"Work with regional sales team, comprised of an assigned Field Application Engineer and an Inside Sales Representative, to analyse customer requirements, deliver...","$130,000 - $160,000 a year"
Full Stack Developer,Onset Group Pty Ltd,,"This role will see you working mostly independently in close collaboration with CTO, founders and one more Full-Stack Engineer....",
Senior Engineer,Progressive Recruitment,,"Full-Stack Engineer requirements. Work closely with designers, product, and other engineers to design, build from scratch. About this Role....",
"Senior Cloud DevOps Engineer, Canberra, Australia",GBG,,Support increased automation of system rollout to our data centres. Maintain and improve our SAAS infrastructure (multiple cloud based data centers)....,
System Security Engineer,Connect One Recruitment,,Experience working with data logging applications (e.g. Our client is a large NSW Government organisation who are seeking a System Security Engineer to join...,
Civil Engineer,Charterhouse,,"Provide timely & accurate reporting to the Senior Manager Civil Engineering, including detailed incident investigations, compliance reporting, defect management...",
Medical Physics Specialist-CTC Physics(Liverpool Hospital)-P...,South Western Sydney Local Health District,,Certification in Radiation Oncology Medical Physics or Radiotherapy Equipment Commissioning and Quality Assurance from the Australasian College of Physical...,"$114,777 - $175,983 a year"
Voice & Data Network Engineer,Mobilizer Pty Ltd,Sydney NSW,Voice and data:. You must have extensive experience as a VOIP and Networking Engineer. Ability to Trouble Shoot Cisco Data Network Cisco Certified Experience....,
Data Engineering Consultant,Servian,Sydney NSW,"Data & Analytics - BI/DW, Big Data Analytics, Data Engineering, Data Science and Advanced Analytics. We are looking for outstanding Data Engineers to join our...",
Field Service Commissioning Engineer,Addelec Power Services,Smeaton Grange NSW,"Addelec Power Services are a specialised company that provides a suite of services to public/private utilities (power & water), mining, data centres,...",$45 - $60 an hour
Full Stack Software Engineer,THE ICONIC,Sydney NSW,We love to move fast and validate learning using data (lucky for us our Data Science & Analytics team is also world class!)....,
SAP Administrator,Metier Recruitment,,Processing Data entry of all service orders. Receive customer service inquiries and allocate jobs to service engineers....,"$70,000 a year"
Full Stack Developer,Onset Group Pty Ltd,,"This role will see you working mostly independently in close collaboration with CTO, founders and one more Full-Stack Engineer....",
Senior Java Developer - xpath,Sirius People,,Senior Software Engineer. A market leader with a strong global branding is looking for a Senior Software Developer to join a successful and striving team in...,
Industrial Engineering Technician,Michael Page,,Interpret engineer drawings/specs. Join a team of experienced engineers and technicians. Create and maintain master route sequences and bill of material data in...,
Technical Lead (.Net),Tigerspike,,"Skills in securing data in transit and at rest using a variety of encryption techniques. You'll have hands-on development responsibilities, be responsible for...",
Senior Product UX Designer,Massive Interactive,,Constantly evolving our products based on meaningful data insights and customer feedback. Working closely with engineers and the QA team as they build out your...,
Senior Enterprise Architect,GBST,,Train and mentor other engineers to improve internal standards and practices through brown-bag sessions and internal process improvements....,
Senior Engineer,Progressive Recruitment,,"Full-Stack Engineer requirements. Work closely with designers, product, and other engineers to design, build from scratch. About this Role....",
Senior Security Consultant,McAfee,,"Requirements analysis and solution architecture for integrated network, data and secure systems. Must have experience in working with enterprise projects in the...",
Network Architect,Paxus,,"MPLS Data Networking experience in a carrier, utility or large corporate environment. In-depth experience with industry standard protocols, designing, costing,...",
Voice & Data Network Engineer,Mobilizer Pty Ltd,Sydney NSW,Voice and data:. You must have extensive experience as a VOIP and Networking Engineer. Ability to Trouble Shoot Cisco Data Network Cisco Certified Experience....,
Data Engineering Consultant,Servian,Sydney NSW,"Data & Analytics - BI/DW, Big Data Analytics, Data Engineering, Data Science and Advanced Analytics. We are looking for outstanding Data Engineers to join our...",
Senior RF and Digital hardware engineer,RF Technology Pty Ltd,Pennant Hills NSW,Senior hardware engineer required for leading RF company. Senior RF and Digital hardware engineer working with leading edge team....,
Full Stack Software Engineer,THE ICONIC,Sydney NSW,We love to move fast and validate learning using data (lucky for us our Data Science & Analytics team is also world class!)....,
Industrial Engineering Technician,Michael Page,,Interpret engineer drawings/specs. Join a team of experienced engineers and technicians. Create and maintain master route sequences and bill of material data in...,
Senior Java / UI Support Engineer,Path4 Technology,,"Demonstrated experience integrating a variety of data sources. In depth experience with MSSQL & Oracle DBMS, Web Programming, Web Services, Spring Boot, Spring...",
Senior Java Developer - xpath,Sirius People,,Senior Software Engineer. A market leader with a strong global branding is looking for a Senior Software Developer to join a successful and striving team in...,
Customer/Quality Compliance Officer,Fuse Recruitment,,Take the lead for the company's Accuvio carbon data reporting activities. They employ more than 1000 engineers in over 30 countries and are market leaders in...,
Apply with Zone IT Solutions,Zone IT Solutions,,"Big Data Architect. We take pride in delivering technology, digital and ERP talent solutions across Australia and New Zealand....",
Systems Security Engineer,Experis,,Demonstrated experience working with data logging applications (e.g. We are seeking a Systems Security Engineer to work with system designers and maintainers to...,
Senior Customer Success Manager,Talend,,"Data Integration (ETL/ELT). A successful record as a technology advisor, pre-sales engineer, consulting engineer, or product or technical account manager within...",
Senior Technical Recruiter,Atlassian,,Bring your experience of hiring software engineers. You're someone who enjoys spending time with engineers and has a real interest in the complex problems they...,
Front End Developer,Connect Digital,,"Aggregate data from the major & indie labels, publishers, industry associations, social media, and so much more, all in real time....",
Senior Business Analyst,Koinonia Enterprises PTY LTD,,"Koinonia’s turnkey solutions deliver voice, data, video, Internet and other applications to diverse business fields and industry sectors....","$50,000 - $60,000 a year"
Voice & Data Network Engineer,Mobilizer Pty Ltd,Sydney NSW,Voice and data:. You must have extensive experience as a VOIP and Networking Engineer. Ability to Trouble Shoot Cisco Data Network Cisco Certified Experience....,
Data Engineering Consultant,Servian,Sydney NSW,"Data & Analytics - BI/DW, Big Data Analytics, Data Engineering, Data Science and Advanced Analytics. We are looking for outstanding Data Engineers to join our...",
Field Service Commissioning Engineer,Addelec Power Services,Smeaton Grange NSW,"Addelec Power Services are a specialised company that provides a suite of services to public/private utilities (power & water), mining, data centres,...",$45 - $60 an hour
Full Stack Software Engineer,THE ICONIC,Sydney NSW,We love to move fast and validate learning using data (lucky for us our Data Science & Analytics team is also world class!)....,
Systems Security Engineer,Greythorn Specialist Technology Recruitment,,Demonstrated experience working with data logging applications (e.g. We are seeking a Systems Security Engineer to work with system designers and maintainers to...,
Enterprise Sales Exec - Sydney,Decipher Bureau,,"This will include channel deals, setting up and presenting at local seminars, following up on incoming or self- generated leads, working with Sales Engineers,...",
Senior MEP Engineering Due Diligence Lead,WeWork,,"The engineer works closely with RE to execute the lease. Track - Generate and continuously maintain reporting data for respective projects, reporting to upper...",
SAP Ariba - Value Senior Consultant - Sydney/Melbourne,SAP,,"That’s why we engineer solutions to fuel innovation, foster equality and spread opportunity for our employees and customers across borders and cultures....",
Front End Developer,Connect Digital,,"Aggregate data from the major & indie labels, publishers, industry associations, social media, and so much more, all in real time....",
Systems Security Engineer,Experis,,Demonstrated experience working with data logging applications (e.g. We are seeking a Systems Security Engineer to work with system designers and maintainers to...,
Senior Elixir Developer,Opus Recruitment Solutions,,"Our team of engineers are curious, driven, friendly, and collaborative. Ability to build secure and reliable systems and maintain confidentiality of sensitive...","$120,000 - $140,000 a year"
Civil Engineer,Charterhouse,,"Provide timely & accurate reporting to the Senior Manager Civil Engineering, including detailed incident investigations, compliance reporting, defect management...",
Senior Electrical Design Engineer,Repforce Plus,,"This position requires you to provide hands on design solutions & Project Management for Power, Lighting, Data, Fire & Security systems for the various projects...",
Senior Software Engineer - Node.js,Attribute Consulting,,"Senior Software Engineer - Node.js. Strong CS fundamentals in object-oriented design, data structures, algorithm design and complexity analysis....",
Voice & Data Network Engineer,Mobilizer Pty Ltd,Sydney NSW,Voice and data:. You must have extensive experience as a VOIP and Networking Engineer. Ability to Trouble Shoot Cisco Data Network Cisco Certified Experience....,
Data Engineering Consultant,Servian,Sydney NSW,"Data & Analytics - BI/DW, Big Data Analytics, Data Engineering, Data Science and Advanced Analytics. We are looking for outstanding Data Engineers to join our...",
Senior RF and Digital hardware engineer,RF Technology Pty Ltd,Pennant Hills NSW,Senior hardware engineer required for leading RF company. Senior RF and Digital hardware engineer working with leading edge team....,
Full Stack Software Engineer,THE ICONIC,Sydney NSW,We love to move fast and validate learning using data (lucky for us our Data Science & Analytics team is also world class!)....,
Senior Business Analyst,Koinonia Enterprises PTY LTD,,"Koinonia’s turnkey solutions deliver voice, data, video, Internet and other applications to diverse business fields and industry sectors....","$50,000 - $60,000 a year"
Java Developer,Talenza,,"Good understanding of data modeling, data integration, and data quality. SENIOR SOFTWARE ENGINEER/ DATABASE DEVELOPER....",
Partner Account Manager - Distribution Channel,Splunk,,"Join us as we pursue our disruptive new vision to make machine data accessible, usable and valuable to everyone....",
Senior Software Developer,Talent Realised Pty Ltd,,"Looking for a passionate Senior Software Engineer, who has the drive to help our client to build their sophisticated trading engines....",
"Consultant/Senior Consultant, Research & Development (R&D) T...",EY,,"Information Technology - including computer science, software engineering, data analytics, science communication....",
Customer/Quality Compliance Officer,Fuse Recruitment,,Take the lead for the company's Accuvio carbon data reporting activities. They employ more than 1000 engineers in over 30 countries and are market leaders in...,
Full Stack Developer,Evolution Recruitment Solutions,,"Join as one of the first Senior's in the team, working amongst Full Stack Engineers, Data Scientists, UX Designers and humans from spots like Atlassian, Spotify...","$100,000 - $145,000 a year"
Project Coordinator,Job2Go,,"Engineers, architects, principal certifying authority and councils. Measurements and other relevant technical data specific to products....","$55,000 a year"
Windows Security Administrator,HAYS,,Due to on-going security initiatives they require a Windows Security engineer to assist with security issues and the administration of the Windows systems....,
Unit Pricing Analyst,Adaps,,"Reporting to Manager, Engineer. The Retail and Corporate Superannuation Team are seeking quality focused, enthusiastic, Analyst Engineer to join us in...",
Voice & Data Network Engineer,Mobilizer Pty Ltd,Sydney NSW,Voice and data:. You must have extensive experience as a VOIP and Networking Engineer. Ability to Trouble Shoot Cisco Data Network Cisco Certified Experience....,
Data Engineering Consultant,Servian,Sydney NSW,"Data & Analytics - BI/DW, Big Data Analytics, Data Engineering, Data Science and Advanced Analytics. We are looking for outstanding Data Engineers to join our...",
Senior RF and Digital hardware engineer,RF Technology Pty Ltd,Pennant Hills NSW,Senior hardware engineer required for leading RF company. Senior RF and Digital hardware engineer working with leading edge team....,
Full Stack Software Engineer,THE ICONIC,Sydney NSW,We love to move fast and validate learning using data (lucky for us our Data Science & Analytics team is also world class!)....,
Business Analyst - AI,Bluefin Resources,,"Technically literate, able to communicate with engineers and data scientists. Understand data structures with parent-child relationships....",
.NET Full Stack Developer,Spark Recruitment,,Knowledge of data structures and algorithms. Software Engineers needed for leading marketing tech company....,
SAP Ariba - Value Senior Consultant - Sydney/Melbourne,SAP,,"That’s why we engineer solutions to fuel innovation, foster equality and spread opportunity for our employees and customers across borders and cultures....",
Unit Pricing Analyst,Adaps,,"Reporting to Manager, Engineer. The Retail and Corporate Superannuation Team are seeking quality focused, enthusiastic, Analyst Engineer to join us in...",
React Developer,Become,,"Spatial applications, data and visualisation (GeoJSON, Mapbox). 4+ years of experience as a software engineer....",
Java Developer,Talenza,,"Good understanding of data modeling, data integration, and data quality. SENIOR SOFTWARE ENGINEER/ DATABASE DEVELOPER....",
Senior Electrical Engineer,HAYS,,"Senior or Associate electrical engineer opportunity with a well regarded and growing consultancy. Working across the commercial, data centre, health and...","$120,000 - $150,000 a year"
Full Stack Developer - Python /Flask/ Django - Perm Role - S...,Infopeople,,"This is a permanent opportunity based in Surry Hills with a young and dynamic team of engineers, developers, data scientists, support engineers and...",
Senior Electrical Design Engineer,Repforce Plus,,"This position requires you to provide hands on design solutions & Project Management for Power, Lighting, Data, Fire & Security systems for the various projects...",
Senior NodeJS API Developer| Mobile Apps | $800-$1000 Daily,CoTalent,,Experience with large data heavy applications. You're a fully experienced and proven backend engineer with extensive NodeJS skills and ideally you have worked...,"$800 - $1,000 a day"
Voice & Data Network Engineer,Mobilizer Pty Ltd,Sydney NSW,Voice and data:. You must have extensive experience as a VOIP and Networking Engineer. Ability to Trouble Shoot Cisco Data Network Cisco Certified Experience....,
Data Engineering Consultant,Servian,Sydney NSW,"Data & Analytics - BI/DW, Big Data Analytics, Data Engineering, Data Science and Advanced Analytics. We are looking for outstanding Data Engineers to join our...",
Field Service Commissioning Engineer,Addelec Power Services,Smeaton Grange NSW,"Addelec Power Services are a specialised company that provides a suite of services to public/private utilities (power & water), mining, data centres,...",$45 - $60 an hour
Full Stack Software Engineer,THE ICONIC,Sydney NSW,We love to move fast and validate learning using data (lucky for us our Data Science & Analytics team is also world class!)....,
Linux Security Administrator job,HAYS,,Due to on-going security initiatives they require a Linux Security engineer to assist with security issues and the administration of the Linux systems....,
Salesforce Business Analyst,Talent Hub,,"The ability to partner with software engineers and data quality analysts to identify courses of resolution. Contract role, initially for 12 months....",
Full Stack Developer (React / Ruby on Rails),Lookahead Search,,Your boss is a well-respected technical leader and you'll have the opportunity to learn from other senior engineers....,
"Consultant/Senior Consultant, Research & Development (R&D) T...",EY,,"Information Technology - including computer science, software engineering, data analytics, science communication....",
Enterprise Sales Exec - Sydney,Decipher Bureau,,"This will include channel deals, setting up and presenting at local seminars, following up on incoming or self- generated leads, working with Sales Engineers,...",
Technical Lead — Node.js / Vue.js / Java,SiteMinder,,"Technical touch point for engineers in the team. Do you have a passion for leading engineers to create software that is simple, efficient and testable?...",
Senior Enterprise Architect,GBST,,Train and mentor other engineers to improve internal standards and practices through brown-bag sessions and internal process improvements....,
Strategic Sourcing Manager,Michael Page,,Experience in a manufacturing environment and dealing with engineer stakeholders in a fast-paced workplace....,
Senior Software Developer,Talent Realised Pty Ltd,,"Looking for a passionate Senior Software Engineer, who has the drive to help our client to build their sophisticated trading engines....",
Senior HR Business Partner,Canva,,"Data driven and results focussed. Must have prior experience with both quantitative and qualitative data — tracking, measuring and evaluating outcomes to...",
Voice & Data Network Engineer,Mobilizer Pty Ltd,Sydney NSW,Voice and data:. You must have extensive experience as a VOIP and Networking Engineer. Ability to Trouble Shoot Cisco Data Network Cisco Certified Experience....,
Data Engineering Consultant,Servian,Sydney NSW,"Data & Analytics - BI/DW, Big Data Analytics, Data Engineering, Data Science and Advanced Analytics. We are looking for outstanding Data Engineers to join our...",
Senior RF and Digital hardware engineer,RF Technology Pty Ltd,Pennant Hills NSW,Senior hardware engineer required for leading RF company. Senior RF and Digital hardware engineer working with leading edge team....,
Full Stack Software Engineer,THE ICONIC,Sydney NSW,We love to move fast and validate learning using data (lucky for us our Data Science & Analytics team is also world class!)....,
Account Manager - Transport-Logistics-Energy Specialist,NOKIA,,"Assemble, prepare, and manage the Virtual Account Team consisting of Solution Engineers, Product Marketing, Strategic Partners and other relevant roles so that...",
Field Service Planner,AustCorp Executive,,"Responsible for planning field service engineers across Australia, identifying and analysing data, planning labour capacity for a large team of service...",
Head of Engineering | Digital Consulting | Sydney,KAPiTAL Consulting,,"The team consists of Infrastructure, QA, Development, Deployment, Digital, Data and DevOps and Cloud engineers....",
Network Engineering Manager,White Bay Search,,You will be responsible for the leadership of a team of highly skilled engineers and you will be bringing your blend of people and technical leadership to coach...,
Construction Surveyor,Design & Build,,"Perform fieldwork, calculations, data reduction and manipulation. Work with a range of clients including Engineers, Architects, Construction Companies, Builders...","$70,000 - $90,000 a year"
Full Stack Software Engineer | React.js Node.js GraphQL | Sy...,Evolution Recruitment Solutions,,As an Engineer you'll:. This fantastic Cohort is looking for Full Stack Javascript Engineers to come join them as they embark on several new projects whilst...,"$70,000 - $140,000 a year"
Senior DevOps Engineer,BHAG Management,,"They are an indispensable partner, whose proprietary software platform helps businesses swiftly find critical information pertaining to property, company,...",
DevOps and Automation Manager,ARQ Group,,We manage the data and web capabilities for Beyond Blue. Manage CI and CD tools in coordination with the software engineers including the defining and delivery...,
Senior Elixir Developer,Opus Recruitment Solutions,,"Our team of engineers are curious, driven, friendly, and collaborative. Ability to build secure and reliable systems and maintain confidentiality of sensitive...","$120,000 - $140,000 a year"
Senior Front End Developer,Oceans Group,,"In this role, you will work alongside a high performing team of Engineers as well as roles across the business such as Data Scientists, Health-care SME's and a...","$150,000 - $170,000 a year"
Voice & Data Network Engineer,Mobilizer Pty Ltd,Sydney NSW,Voice and data:. You must have extensive experience as a VOIP and Networking Engineer. Ability to Trouble Shoot Cisco Data Network Cisco Certified Experience....,
Data Engineering Consultant,Servian,Sydney NSW,"Data & Analytics - BI/DW, Big Data Analytics, Data Engineering, Data Science and Advanced Analytics. We are looking for outstanding Data Engineers to join our...",
Senior RF and Digital hardware engineer,RF Technology Pty Ltd,Pennant Hills NSW,Senior hardware engineer required for leading RF company. Senior RF and Digital hardware engineer working with leading edge team....,
Full Stack Software Engineer,THE ICONIC,Sydney NSW,We love to move fast and validate learning using data (lucky for us our Data Science & Analytics team is also world class!)....,
Labour Capacity Planner,AustCorp Executive,,"Responsible for demand planning, identifying and analysing data, planning labour capacity for a large team of service engineers and ensuring all planning is...",
Marketing Automation Specialist (eDM and Notifications),HealthEngine,,"You love data and use this to make decisions on campaign success. Work closely with a cross functional team of product managers, engineers, marketers and UI/UX...",
Senior Security Operations Centre (SOC) Specialist,Ashdown People,,"Data search programming languages, such as Python ; Exposure to Hadoop and similar Big Data analytic technologies....","$150,000 a year"
Senior Electrical Engineer,CGC Recruitment,,"Intermediate to Associate level engineer. Data Centres, Retail, Commercial, Healthcare and Education. This is a great opportunity for an intermediate to...","$110,000 - $150,000 a year"
Senior Front End Developer (ReactJS),Onset Group Pty Ltd,,You'll utilise your React.js and Node.js knowledge and collaborate with back end engineers and data scientists....,"$120,000 - $150,000 a year"
Infrastructure Solutions Engineer,Hays Onsite at Toyota,,Provide support for projects by completing analysis and data gathering activity. Conduct knowledge transfer activities to Infrastructure Engineers and Databases...,
Senior Waste Management Engineer,Recruitment Alternative,,"Coordination of necessary field investigations including site inspections and geotechnical investigations, interpretation of data and stability analysis;...",
Senior Security Operations Centre (SOC) Specialist,Ashdown Consulting,,"Data search programming languages, such as Python ; Exposure to Hadoop and similar Big Data analytic technologies....","$150,000 a year"
Specialist Solution Architect - Google Cloud Platform,Rackspace,,"Google Certifications (Cloud Architect, Data Engineer). The ability to adapt communication style to suit audiences ranging from individual engineers and...",
Senior Product UX Designer (6-month contract),Massive Interactive,,Constantly evolving our products based on meaningful data insights and customer feedback. Working closely with engineers and the QA team as they build out your...,
Voice & Data Network Engineer,Mobilizer Pty Ltd,Sydney NSW,Voice and data:. You must have extensive experience as a VOIP and Networking Engineer. Ability to Trouble Shoot Cisco Data Network Cisco Certified Experience....,
Data Engineering Consultant,Servian,Sydney NSW,"Data & Analytics - BI/DW, Big Data Analytics, Data Engineering, Data Science and Advanced Analytics. We are looking for outstanding Data Engineers to join our...",
Senior RF and Digital hardware engineer,RF Technology Pty Ltd,Pennant Hills NSW,Senior hardware engineer required for leading RF company. Senior RF and Digital hardware engineer working with leading edge team....,
Full Stack Software Engineer,THE ICONIC,Sydney NSW,We love to move fast and validate learning using data (lucky for us our Data Science & Analytics team is also world class!)....,
senior network engineer - inner sydney,Randstad,,Global award winning company is looking to hire a Senior Network Engineer to join their dynamic I.T....,
Senior Cloud DevOps Engineer,Michael Page,,"Experience in migrating applications from on premise data centres to cloud service providers. Engineer solutions, frameworks and the supporting platforms to...",
Senior Electrical Engineer - Team Leader,Cranfield Group,,They working on some of the world's largest data centre's and other really exciting projects. We are seeking a Senior Electrical Engineer with seven plus years'...,"$100,000 - $160,000 a year"
"Senior Java / DevOps Engineer, FX, AWS Migration Messaging -...",Xpand Group,,This is an excellent opportunity for a Senior Engineer with AWS experience to come and join a well-established technology team....,
Pega Senior Developer,Genesis IT&T Pty Ltd,,"Emphasis on collaboration with various Pega development teams, Architects, and Pega Tech Lead Engineer. Involved in design and development of Data Models, Class...",
UX Designer - Real Estate,en world Australia,,"Working with analytics to make data driven recommendations. Partnering with multiple stakeholders, including product managers, engineers, and other designers in...",
Labour Capacity Planner,AustCorp Executive,,"Responsible for demand planning, identifying and analysing data, planning labour capacity for a large team of service engineers and ensuring all planning is...",
Operations and Compliance Manager / Design Engineering,CJ Recruits,,Qualified Aeronautical Engineer. Provide progress updates to administration for data entry to ensure accurate preliminary invoicing and up-to-date IFS data....,
Principal Software Engineer (Java/React) | Innovative Lendin...,Naviro Pty Ltd,,We are a technology driven business building a Next-Gen lending platform at scale. Work Rewards Fully Autonomous Environment providing ultimate work life...,"$120,000 - $180,000 a year"
Professional Services Senior Analyst - Japanese Speaking,"Medallia, Inc.",,"Provide client support when analyzing large sets of data. We believe that people should not be defined only by a job title—nobody is ""just an engineer"" or ""just...",
Voice & Data Network Engineer,Mobilizer Pty Ltd,Sydney NSW,Voice and data:. You must have extensive experience as a VOIP and Networking Engineer. Ability to Trouble Shoot Cisco Data Network Cisco Certified Experience....,
Data Engineering Consultant,Servian,Sydney NSW,"Data & Analytics - BI/DW, Big Data Analytics, Data Engineering, Data Science and Advanced Analytics. We are looking for outstanding Data Engineers to join our...",
Senior RF and Digital hardware engineer,RF Technology Pty Ltd,Pennant Hills NSW,Senior hardware engineer required for leading RF company. Senior RF and Digital hardware engineer working with leading edge team....,
Full Stack Software Engineer,THE ICONIC,Sydney NSW,We love to move fast and validate learning using data (lucky for us our Data Science & Analytics team is also world class!)....,
Senior Rail Engineer - Tier 1 Projects - $140K OTE,Fircroft,,Fircroft is registered as a Data Controller with the Information Commissioner as required under the General Data Protection Regulation 2016/679....,
Senior Product Designer - Jira Software Cloud,Atlassian,,"Experience with interactive data visualizations. Day-to-day you'll work on a fast-moving, multidisciplinary product team, collaborating closely with Engineers,...",
Senior Site Reliability Engineer (Platform),MitchelLake,,Senior Site Reliability Engineer (Platform). Research solutions that would allow us to leverage public cloud for more of our workloads while still meeting...,
Project Manager,The Polyglot Group,,"Ideally, you have worked within construction projects that involved managing civil, electrical, data services and equipment installation....",
Senior Front End Developer,Evolution Recruitment Solutions,,"They're looking for a Front End Engineer to help grow and scale their platform working primarily in Reactjs, joining a fast-moving team that delivers a cutting...","$130,000 a year"
Field Service Planner,AustCorp Executive,,"Responsible for planning field service engineers across Australia, identifying and analysing data, planning labour capacity for a large team of service...",
Business Analyst (Unit Pricing),Adaps,,"Reporting to Manager, Engineer. The Retail and Corporate Superannuation Team are seeking quality focused, enthusiastic, Analyst Engineer to join us in...",
Senior Java Developer,Peoplebank,,Work in a collaborative team of DevOps Engineers and Java Developers on a major cloud and data application migration project....,$700 - $900 a day
